State,Census_Year,Census_Source,Census_Dataset,Census_Table,Population_Universe,Geography_Type,Geography_ID,Geography_Name,Population_18Plus,Hispanic_Latino_18Plus,Not_Hispanic_18Plus,Not_Hispanic_White_18Plus,Not_Hispanic_Black_18Plus,Not_Hispanic_AIAN_18Plus,Not_Hispanic_Asian_18Plus,Not_Hispanic_NHPI_18Plus,Not_Hispanic_Other_Race_18Plus,Not_Hispanic_TwoPlus_Races_18Plus
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4862924,Rogers town,764,290,474,405,29,0,5,0,4,31
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863008,Rollingwood city,963,77,886,815,2,1,44,0,0,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863020,Roma city,8337,8207,130,107,1,0,3,0,7,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863044,Roman Forest city,1437,207,1230,1125,43,4,19,2,1,36
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863140,Ropesville city,331,186,145,130,8,0,1,0,1,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863164,Rosanky CDP,1167,206,961,888,14,1,5,0,8,45
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863176,Roscoe city,891,383,508,470,9,4,4,0,9,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863200,Rose City city,263,41,222,209,1,2,0,0,0,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863272,Rose Hill Acres city,238,13,225,211,0,0,1,0,0,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863188,Rosebud city,990,292,698,496,165,5,9,0,1,22
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863284,Rosenberg city,27787,14529,13258,6932,4331,63,1306,5,135,486
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863332,Rosharon CDP,953,471,482,276,160,0,5,0,1,40
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863350,Rosita CDP,2310,1811,499,47,0,447,0,0,1,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863380,Ross city,199,29,170,163,0,1,0,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863404,Rosser village,234,25,209,145,35,8,0,0,0,21
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863464,Rotan city,1057,401,656,561,58,8,9,1,3,16
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863476,Round Mountain town,87,19,68,64,0,0,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863500,Round Rock city,88250,24390,63860,44389,8451,259,7013,142,464,3142
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863524,Round Top town,84,1,83,78,0,3,0,0,1,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863560,Rowena CDP,249,48,201,191,1,1,0,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863572,Rowlett city,47891,9098,38793,25050,7718,213,3919,22,168,1703
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863584,Roxton city,413,23,390,292,65,8,0,0,1,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863668,Royse City city,9358,1929,7429,6038,775,48,185,8,27,348
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863752,Rule town,435,103,332,294,9,5,0,1,3,20
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863782,Runaway Bay city,1254,103,1151,1085,13,10,7,0,0,36
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863788,Runge town,625,490,135,115,8,0,0,0,0,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4863848,Rusk city,4298,635,3663,2388,1137,12,39,2,9,76
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864004,Sabinal city,1039,709,330,312,3,1,0,0,0,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864064,Sachse city,19704,2898,16806,10459,2077,87,3440,20,62,661
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864088,Sadler city,264,5,259,224,2,3,0,0,0,30
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864112,Saginaw city,17597,4711,12886,10315,1157,66,623,14,65,646
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864268,Salado village,1925,165,1760,1647,17,7,13,0,11,65
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864307,Salida del Sol Estates CDP,3615,3565,50,37,2,1,1,0,3,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864316,Salineño CDP,108,105,3,3,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864322,Salineño North CDP,80,80,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864460,Sam Rayburn CDP,1110,20,1090,1041,6,5,1,2,3,32
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864442,Sammy Martinez CDP,87,85,2,2,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864448,Samnorwood CDP,22,3,19,18,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4864472,San Angelo city,76644,29504,47140,39890,3060,245,1337,99,225,2284
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865000,San Antonio city,1094548,667873,426675,286784,72951,2582,36059,1239,4024,23036
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865024,San Augustine city,1466,165,1301,555,717,0,9,0,0,20
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865036,San Benito city,17704,15960,1744,1508,40,26,59,2,24,85
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865048,San Carlos CDP,2116,2065,51,38,0,1,0,0,4,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865049,San Carlos I CDP,128,127,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865050,San Carlos II CDP,120,115,5,5,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865180,San Diego city,2713,2092,621,158,10,1,11,0,3,438
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865360,San Elizario city,7070,6910,160,105,18,7,1,0,14,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865372,San Felipe town,567,77,490,320,143,1,1,0,2,23
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865378,San Fernando CDP,37,31,6,6,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865432,San Isidro CDP,150,143,7,6,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865532,San Juan CDP,129,129,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865516,San Juan city,24817,23869,948,748,32,23,56,2,38,49
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865552,San Leanna village,453,117,336,311,9,0,2,0,4,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865564,San Leon CDP,4869,1346,3523,3078,80,24,148,0,13,180
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865600,San Marcos city,57268,21597,35671,25474,3883,138,1712,42,202,4220
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865612,San Patricio city,299,122,177,162,0,0,1,0,2,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865620,San Pedro CDP,354,342,12,11,0,0,0,0,1,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865636,San Perlita city,401,382,19,16,0,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865648,San Saba city,2426,984,1442,1279,98,8,15,0,0,42
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865792,San Ygnacio CDP,371,349,22,22,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865066,Sanctuary town,264,10,254,247,0,1,1,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865240,Sand Springs CDP,658,168,490,445,0,6,4,0,5,30
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865084,Sanderson CDP,531,276,255,233,8,0,0,0,2,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865168,Sandia CDP,235,176,59,48,5,1,0,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865210,Sandoval CDP,33,32,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865342,Sandy Hollow-Escondidas CDP,267,124,143,136,3,0,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865344,Sandy Oaks city,3506,2711,795,655,67,19,16,1,2,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865345,Sandy Point city,158,27,131,83,35,0,5,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865384,Sanford town,106,8,98,86,0,8,0,0,1,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865408,Sanger city,6377,1155,5222,4579,223,39,60,2,51,268
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865660,Sansom Park city,3912,2257,1655,1358,176,21,25,0,1,74
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865678,Santa Anna CDP,9,8,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865672,Santa Anna town,768,168,600,543,29,1,0,0,0,27
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865690,Santa Clara city,633,140,493,456,5,1,2,0,5,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865708,Santa Cruz CDP,41,36,5,5,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865726,Santa Fe city,9863,1446,8417,7931,33,36,44,5,28,340
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865744,Santa Maria CDP,484,468,16,8,0,0,0,0,3,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865756,Santa Monica CDP,69,59,10,8,0,0,0,0,1,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865762,Santa Rita Ranch CDP,2125,315,1810,1538,98,9,65,9,14,77
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865774,Santa Rosa CDP,207,205,2,2,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865768,Santa Rosa town,1792,1729,63,52,1,2,0,1,1,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865777,Santel CDP,23,22,1,0,0,0,1,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865780,Santo CDP,260,26,234,223,0,1,2,0,1,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865864,Sargent CDP,1088,78,1010,952,6,10,8,0,7,27
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4865876,Sarita CDP,160,135,25,24,0,0,0,0,1,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866000,Savannah CDP,4412,642,3770,2623,703,10,196,6,36,196
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866008,Savoy city,549,21,528,487,5,8,3,0,0,25
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866089,Scenic Oaks CDP,7525,2168,5357,4544,196,11,394,11,20,181
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866128,Schertz city,31275,8799,22476,15999,3830,95,1016,86,138,1312
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866188,Schulenburg city,2036,517,1519,1187,281,3,16,0,5,27
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866248,Scissors CDP,2406,2374,32,22,0,0,4,0,6,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866284,Scotland city,313,46,267,253,1,0,0,0,0,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866332,Scottsville city,242,33,209,90,103,0,0,3,0,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866368,Scurry town,495,38,457,407,14,4,7,0,0,25
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866392,Seabrook city,10713,1743,8970,7462,539,45,426,6,54,438
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866416,Seadrift city,783,193,590,501,7,7,56,0,0,19
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866428,Seagoville city,13375,5517,7858,4912,2468,81,84,16,22,275
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866440,Seagraves city,1552,1079,473,384,80,0,0,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866464,Sealy city,5036,1867,3169,2370,560,11,74,2,20,132
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866512,Sebastian CDP,1303,1218,85,59,1,15,0,2,2,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866536,Seco Mines CDP,402,391,11,9,0,0,0,0,2,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866644,Seguin city,22392,11180,11212,8983,1412,33,244,13,70,457
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866686,Seis Lagos CDP,1060,63,997,851,26,4,55,1,3,57
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866704,Selma city,7935,2949,4986,3374,848,27,393,22,24,298
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866764,Seminole city,4934,2237,2697,2474,75,22,45,1,5,75
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866806,Serenada CDP,1722,177,1545,1414,33,6,29,0,7,56
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866848,Seth Ward CDP,1145,864,281,252,10,4,0,1,0,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866884,Seven Oaks city,54,3,51,20,28,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866908,Seven Points city,1092,151,941,878,9,7,1,0,2,44
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4866968,Seymour city,1958,226,1732,1603,37,11,6,0,0,75
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867082,Shady Hollow CDP,3698,600,3098,2742,66,8,136,0,19,127
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867100,Shady Shores town,2188,179,2009,1792,46,7,36,0,20,108
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867010,Shadybrook CDP,1876,85,1791,1577,84,14,8,0,7,101
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867136,Shallowater city,2013,466,1547,1468,6,19,2,0,9,43
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867160,Shamrock city,1310,219,1091,958,43,16,23,2,1,48
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867268,Shavano Park city,2867,701,2166,1929,28,2,140,1,13,53
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867340,Sheffield CDP,141,45,96,78,12,0,0,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867364,Shelbyville CDP,70,4,66,58,4,0,1,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867376,Sheldon CDP,1628,1106,522,311,160,2,17,0,1,31
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867400,Shenandoah city,2887,387,2500,2047,91,6,211,2,18,125
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867424,Shepherd city,1526,244,1282,1028,195,2,6,0,0,51
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867472,Sheridan CDP,398,76,322,297,3,1,3,0,1,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867496,Sherman city,33113,6686,26427,20009,3424,384,1036,21,98,1455
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867554,Sherwood Shores CDP,1011,39,972,915,3,23,1,0,0,30
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867640,Shiner city,1614,162,1452,1284,119,7,5,0,3,34
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867664,Shiro CDP,153,26,127,107,18,0,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867688,Shoreacres city,1261,235,1026,940,20,11,14,0,8,33
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867763,Sienna CDP,13537,1871,11666,6493,2700,33,1907,3,73,457
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867772,Sierra Blanca CDP,239,147,92,80,0,1,7,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867775,Siesta Acres CDP,1383,1345,38,29,1,1,2,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867778,Siesta Shores CDP,957,899,58,50,0,3,3,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867832,Silsbee city,5268,240,5028,3504,1338,6,43,0,6,131
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867904,Silverton city,495,157,338,315,6,3,0,0,0,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4867964,Simonton city,500,97,403,336,23,0,8,0,12,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868036,Sinton city,4114,3038,1076,925,82,2,23,2,10,32
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868120,Skellytown town,309,13,296,280,1,4,0,0,0,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868132,Skidmore CDP,652,390,262,233,3,9,1,0,0,16
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868180,Slaton city,4291,2159,2132,1772,250,4,0,4,10,92
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868300,Smiley city,350,235,115,106,3,1,0,2,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868456,Smithville city,2997,536,2461,2026,321,7,22,0,10,75
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868504,Smyer town,325,120,205,183,9,4,0,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868576,Snook city,401,73,328,248,68,0,0,0,4,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868624,Snyder city,8212,3600,4612,4034,307,33,52,1,15,170
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868636,Socorro city,24995,24124,871,553,54,144,31,5,28,56
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868678,Solis CDP,470,422,48,39,0,1,3,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868708,Somerset city,1296,1007,289,273,0,0,3,0,4,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868720,Somerville city,983,302,681,408,211,3,3,0,11,45
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868756,Sonora city,1834,1162,672,644,4,2,4,0,2,16
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868762,Sonterra CDP,5260,1837,3423,2642,440,19,100,11,25,186
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868828,Sour Lake city,1359,74,1285,1152,34,6,22,4,4,63
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868846,South Alamo CDP,2293,2245,48,21,3,0,8,1,4,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868966,South Fork Estates CDP,93,85,8,6,0,0,2,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4868978,South Frydek city,167,19,148,141,2,0,2,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869020,South Houston city,11463,10085,1378,989,215,9,80,1,21,63
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869072,South La Paloma CDP,247,142,105,93,0,4,0,0,3,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869120,South Mountain town,338,54,284,273,0,0,2,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869140,South Padre Island town,1887,508,1379,1261,11,7,62,0,4,34
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869194,South Point CDP,739,706,33,26,3,0,0,0,3,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869326,South Toledo Bend CDP,409,11,398,381,6,0,4,0,0,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869032,Southlake city,22275,1490,20785,16124,557,46,3164,10,92,792
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869104,Southmayd city,735,111,624,570,8,14,8,0,2,22
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869272,Southside Place city,1411,150,1261,948,60,0,192,0,3,58
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869353,Southwest Sandhill CDP,1224,575,649,594,14,3,2,0,0,36
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869380,Spade CDP,52,20,32,30,0,0,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869432,Sparks CDP,3309,3248,61,34,9,5,7,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4869476,Spearman city,2234,1108,1126,1066,10,11,6,2,7,24
