State,Census_Year,Census_Source,Census_Dataset,Census_Table,Population_Universe,Geography_Type,Geography_ID,Geography_Name,Population_18Plus,Hispanic_Latino_18Plus,Not_Hispanic_18Plus,Not_Hispanic_White_18Plus,Not_Hispanic_Black_18Plus,Not_Hispanic_AIAN_18Plus,Not_Hispanic_Asian_18Plus,Not_Hispanic_NHPI_18Plus,Not_Hispanic_Other_Race_18Plus,Not_Hispanic_TwoPlus_Races_18Plus
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844079,Los Corralitos CDP,33,29,4,3,0,0,0,0,1,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844104,Los Ebanos CDP (Hidalgo County),184,181,3,2,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844110,Los Ebanos CDP (Starr County),199,199,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844120,Los Fresnos CDP,43,42,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844116,Los Fresnos city,5507,4917,590,526,13,3,14,1,10,23
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844123,Los Huisaches CDP,14,13,1,0,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844128,Los Indios town,731,696,35,31,1,0,0,0,3,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844142,Los Lobos CDP,5,0,5,4,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844145,Los Minerales CDP,21,21,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844146,Los Nopalitos CDP,27,27,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844167,Los Veteranos I CDP,0,0,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844168,Los Veteranos II CDP,8,8,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844170,Los Ybanez city,21,15,6,4,1,1,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844162,Lost Creek CDP,950,78,872,724,13,3,84,0,2,46
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844176,Lott city,476,70,406,299,89,3,0,0,0,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844212,Louise CDP,641,237,404,333,45,0,2,0,5,19
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844260,Lovelady city,422,42,380,305,49,1,4,0,0,21
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844284,Loving CDP,120,9,111,109,0,0,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844308,Lowry Crossing city,1327,212,1115,1041,8,3,10,0,0,53
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844344,Lozano CDP,125,125,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845000,Lubbock city,198077,63105,134972,101576,18833,1019,7836,115,597,4996
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845012,Lucas city,5374,469,4905,4193,129,26,336,0,14,207
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845048,Lueders city,198,25,173,164,0,0,1,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845072,Lufkin city,25677,6141,19536,11644,6606,45,544,15,64,618
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845096,Luling city,4115,1943,2172,1732,291,4,21,1,19,104
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845120,Lumberton city,10158,603,9555,9003,59,37,115,5,26,310
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845228,Lyford city,1627,1547,80,56,14,4,3,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845276,Lyons CDP,184,23,161,121,28,3,1,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845288,Lytle city,2171,1425,746,685,14,7,13,1,4,22
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845324,Mabank town,2991,272,2719,2441,93,18,66,1,10,90
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845576,Macdona CDP,356,275,81,63,7,1,0,0,6,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845996,Madisonville city,3136,1129,2007,1091,842,5,23,0,1,45
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846080,Magnolia Beach CDP,187,14,173,161,0,0,0,0,6,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846056,Magnolia city,1701,260,1441,1231,104,9,25,0,4,68
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846224,Malakoff city,1642,281,1361,962,337,6,7,2,4,43
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846260,Malone town,187,49,138,114,19,0,0,0,1,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846308,Manchaca CDP,1752,590,1162,996,36,2,54,5,11,58
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846440,Manor city,9460,4796,4664,1978,2070,22,302,9,18,265
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846452,Mansfield city,52551,8753,43798,27748,10746,184,2901,41,217,1961
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846492,Manuel Garcia CDP,155,154,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846494,Manuel Garcia II CDP,43,41,2,1,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846500,Manvel city,7244,1652,5592,2990,1833,15,534,5,13,202
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846572,Marathon CDP,353,148,205,197,0,3,3,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846584,Marble Falls city,5480,1281,4199,3748,110,19,123,0,3,196
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846620,Marfa city,1498,846,652,616,5,4,8,0,2,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846668,Marietta town,91,5,86,76,5,1,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846692,Marion city,790,351,439,377,48,0,4,1,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846716,Markham CDP,691,245,446,365,50,2,0,0,5,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846740,Marlin city,4188,989,3199,1375,1709,15,20,3,0,77
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846752,Marquez city,131,23,108,94,7,0,0,0,3,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846776,Marshall city,17710,3094,14616,7622,6291,67,162,5,97,372
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846824,Mart city,1288,132,1156,757,333,10,1,0,1,54
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846848,Martindale city,958,518,440,386,15,5,0,0,4,30
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846854,Martinez CDP,32,29,3,2,0,0,0,0,1,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4846968,Mason city,1629,468,1161,1121,3,0,0,0,2,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847004,Matador town,428,61,367,339,6,0,0,0,1,21
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847016,Matagorda CDP,292,18,274,262,4,0,0,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847040,Mathis city,3098,2725,373,295,44,0,0,0,15,19
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847088,Maud city,701,34,667,607,32,5,1,0,0,22
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847100,Mauriceville CDP,2254,172,2082,1957,12,10,11,0,1,91
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847172,May CDP,212,24,188,180,0,0,0,0,1,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847268,Maypearl city,673,136,537,445,35,13,9,0,0,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845384,McAllen city,105543,89979,15564,10915,715,115,2891,12,260,656
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845432,McCamey city,1330,835,495,418,38,1,2,0,1,35
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845444,McCaulley CDP,58,2,56,55,0,0,1,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845564,McDade CDP,547,192,355,330,4,1,0,0,2,18
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845672,McGregor city,3795,1377,2418,1941,319,16,15,4,9,114
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845750,McKinney Acres CDP,626,403,223,213,3,2,0,0,4,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845744,McKinney city,140611,21917,118694,78622,17224,531,16534,131,492,5160
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845780,McLean town,510,61,449,431,4,1,0,0,0,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845804,McLendon-Chisholm city,2528,268,2260,1920,140,6,83,0,8,103
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845816,McLeod CDP,241,4,237,211,1,0,1,0,0,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4845948,McQueeney CDP,1968,565,1403,1280,33,11,9,0,8,62
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847316,Meadow town,436,297,139,128,0,0,0,0,0,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847330,Meadowlakes city,1574,88,1486,1427,4,6,9,0,0,40
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847337,Meadows Place city,3770,807,2963,1748,377,3,718,0,13,104
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847406,Medina CDP,2597,2527,70,61,3,2,1,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847460,Megargel town,132,13,119,105,0,4,1,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847496,Melissa city,9194,1206,7988,6112,986,78,343,7,32,430
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847568,Melvin town,107,56,51,47,0,0,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847616,Memphis city,1569,481,1088,935,115,4,3,0,1,30
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847628,Menard city,1072,456,616,572,10,6,4,2,3,19
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847676,Mentone CDP,11,0,11,9,0,1,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847700,Mercedes city,11253,10118,1135,1027,24,10,20,9,18,27
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847760,Meridian city,1046,257,789,676,54,6,21,0,0,32
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847796,Merkel town,1811,346,1465,1370,26,8,2,1,0,58
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847820,Mertens town,118,31,87,76,3,0,0,0,0,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847832,Mertzon city,582,196,386,370,4,1,0,1,0,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847898,Mesquite CDP,357,348,9,8,0,0,0,0,1,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847892,Mesquite city,108488,43373,65115,32488,25819,371,3551,54,287,2545
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847916,Mexia city,5056,1444,3612,1882,1600,14,20,2,9,85
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848750,Mi Ranchito Estate CDP,272,271,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4847988,Miami city,406,22,384,356,0,2,0,0,0,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848048,Midfield CDP,233,130,103,100,0,0,2,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848072,Midland city,96467,37248,59219,46449,7331,421,2399,88,327,2204
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848096,Midlothian city,25071,3516,21555,18001,2173,122,277,15,72,895
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848272,Midway North CDP,2985,2946,39,30,0,1,0,0,7,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848280,Midway South CDP,1555,1509,46,31,1,2,10,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848180,Midway city,140,14,126,99,21,2,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848315,Miguel Barrera CDP,92,92,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848318,Mikes CDP,616,613,3,1,0,0,0,0,2,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848320,Mila Doce CDP,3985,3929,56,44,0,4,0,0,8,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848324,Milam CDP,1133,38,1095,1000,39,3,8,0,5,40
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848336,Milano city,287,39,248,221,21,0,1,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848372,Mildred town,301,48,253,225,3,6,2,0,0,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848396,Miles city,639,250,389,371,2,1,0,0,0,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848408,Milford town,526,99,427,284,117,6,5,1,0,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848478,Miller's Cove town,49,41,8,5,0,1,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848564,Millsap town,287,55,232,219,2,1,0,0,0,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848648,Mineola city,3734,702,3032,2542,354,8,22,0,3,103
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848684,Mineral Wells city,11005,2615,8390,7453,378,64,119,6,27,343
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848720,Mingus city,178,16,162,150,1,0,0,0,0,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848756,Mirando City CDP,173,164,9,6,0,0,2,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848772,Mission Bend CDP,27895,12004,15891,3096,7339,35,4879,6,105,431
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848768,Mission city,61359,53098,8261,6623,268,38,956,6,92,278
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848804,Missouri City city,58132,9865,48267,11998,23536,55,11088,19,251,1320
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848852,Mobeetie city,72,0,72,72,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848858,Mobile City city,84,60,24,20,0,1,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4848936,Monahans city,5686,3049,2637,2190,275,20,39,0,13,100
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849068,Mont Belvieu city,5319,660,4659,4107,181,31,135,0,29,176
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849032,Montague CDP,206,7,199,194,0,1,0,0,1,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849080,Monte Alto CDP,1366,1336,30,17,0,0,3,0,0,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849128,Montgomery city,1428,115,1313,1103,137,0,14,1,8,50
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849200,Moody city,1015,226,789,675,59,1,2,0,1,51
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849224,Moore CDP,463,245,218,196,12,1,1,0,1,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849272,Moore Station city,135,0,135,11,121,0,0,0,1,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849300,Moraida CDP,137,137,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4849314,Morales-Sanchez CDP,36,32,4,3,1,0,0,0,0,0
